"","fips","averageDispensing","averageDeaths","state","county","region","Population","quadrant","classification"
"1","1001",145.228571428571,9.68556375,"Alabama","Autauga County, AL","Southeast",56145,"moreLess","Medium Metro"
"2","1003",141.914285714286,17.3783775,"Alabama","Baldwin County, AL","Southeast",229287,"moreMore","Medium Metro"
"3","1005",90.5142857142857,5.41166625,"Alabama","Barbour County, AL","Southeast",24589,"moreLess","Micropolitan"
"4","1007",92.2,20.2309625,"Alabama","Bibb County, AL","Southeast",22136,"moreMore","Noncore"
"5","1009",55.8285714285714,21.29674875,"Alabama","Blount County, AL","Southeast",57879,"lessMore","Medium Metro"
"6","1011",42.1857142857143,7.72754375,"Alabama","Bullock County, AL","Southeast",9976,"lessLess","Noncore"
"7","1013",120.714285714286,9.57605,"Alabama","Butler County, AL","Southeast",19504,"moreLess","Noncore"
"8","1015",176.314285714286,17.01308875,"Alabama","Calhoun County, AL","Southeast",113469,"moreMore","Small Metro"
"9","1017",143.6,11.6024975,"Alabama","Chambers County, AL","Southeast",32865,"moreLess","Noncore"
"10","1019",151.528571428571,17.77378875,"Alabama","Cherokee County, AL","Southeast",26294,"moreMore","Noncore"
"11","1021",116.957142857143,17.53582125,"Alabama","Chilton County, AL","Southeast",44397,"moreMore","Noncore"
"12","1023",101.871428571429,7.2688025,"Alabama","Choctaw County, AL","Southeast",12418,"moreLess","Noncore"
"13","1025",150.785714285714,8.66000625,"Alabama","Clarke County, AL","Southeast",23291,"moreLess","Noncore"
"14","1027",128.585714285714,10.48882875,"Alabama","Clay County, AL","Southeast",13112,"moreLess","Noncore"
"15","1029",25.1857142857143,14.4952675,"Alabama","Cleburne County, AL","Southeast",14967,"lessLess","Noncore"
"16","1031",133.871428571429,8.6005375,"Alabama","Coffee County, AL","Southeast",53230,"moreLess","Micropolitan"
"17","1033",210.942857142857,9.2478275,"Alabama","Colbert County, AL","Southeast",55411,"moreLess","Small Metro"
"18","1035",171.228571428571,15.87192125,"Alabama","Conecuh County, AL","Southeast",11851,"moreMore","Noncore"
"19","1037",44.3857142857143,12.0166175,"Alabama","Coosa County, AL","Southeast",10650,"lessLess","Noncore"
"20","1039",194.757142857143,10.45773125,"Alabama","Covington County, AL","Southeast",36930,"moreLess","Noncore"
"21","1041",108.857142857143,8.5416375,"Alabama","Crenshaw County, AL","Southeast",13681,"moreLess","Noncore"
"22","1043",167.414285714286,20.27004,"Alabama","Cullman County, AL","Southeast",84515,"moreMore","Micropolitan"
"23","1045",70.1571428571429,10.24441375,"Alabama","Dale County, AL","Southeast",48959,"lessLess","Small Metro"
"24","1047",104.928571428571,6.56048875,"Alabama","Dallas County, AL","Southeast",36098,"moreLess","Micropolitan"
"25","1049",73.3142857142857,23.65064,"Alabama","DeKalb County, AL","Southeast",71658,"lessMore","Micropolitan"
"26","1051",109.271428571429,8.97248125,"Alabama","Elmore County, AL","Southeast",82158,"moreLess","Medium Metro"
"27","1053",132.042857142857,30.0216425,"Alabama","Escambia County, AL","Southeast",36281,"moreMore","Noncore"
"28","1055",153.857142857143,21.030975,"Alabama","Etowah County, AL","Southeast",102371,"moreMore","Small Metro"
"29","1057",62.4142857142857,19.01916,"Alabama","Fayette County, AL","Southeast",16241,"lessMore","Noncore"
"30","1059",188.1,17.33313875,"Alabama","Franklin County, AL","Southeast",31507,"moreMore","Noncore"
"31","1061",29.6142857142857,12.54152,"Alabama","Geneva County, AL","Southeast",26411,"lessLess","Noncore"
"32","1063",44.0285714285714,5.9373375,"Alabama","Greene County, AL","Southeast",7990,"lessLess","Noncore"
"33","1065",77.8857142857143,6.89433875,"Alabama","Hale County, AL","Southeast",14670,"lessLess","Noncore"
"34","1067",38.2,7.85199625,"Alabama","Henry County, AL","Southeast",17223,"lessLess","Noncore"
"35","1069",178.928571428571,13.210665,"Alabama","Houston County, AL","Southeast",106580,"moreLess","Small Metro"
"36","1071",122.142857142857,11.25491,"Alabama","Jackson County, AL","Southeast",51582,"moreLess","Micropolitan"
"37","1073",132.114285714286,27.67478125,"Alabama","Jefferson County, AL","Southeast",655342,"moreMore","Medium Metro"
"38","1075",52.1,9.73970375,"Alabama","Lamar County, AL","Southeast",13764,"lessLess","Noncore"
"39","1077",145.157142857143,11.09417125,"Alabama","Lauderdale County, AL","Southeast",93368,"moreLess","Small Metro"
"40","1079",72.2428571428571,14.5500775,"Alabama","Lawrence County, AL","Southeast",32857,"lessLess","Small Metro"
"41","1081",74.5857142857143,8.25575375,"Alabama","Lee County, AL","Southeast",166831,"lessLess","Micropolitan"
"42","1083",69.5857142857143,8.47712125,"Alabama","Limestone County, AL","Southeast",102228,"lessLess","Medium Metro"
"43","1085",13.3571428571429,6.32389875,"Alabama","Lowndes County, AL","Southeast",9641,"lessLess","Noncore"
"44","1087",54.8428571428571,6.99857,"Alabama","Macon County, AL","Southeast",17895,"lessLess","Micropolitan"
"45","1089",127.042857142857,14.929625,"Alabama","Madison County, AL","Southeast",379453,"moreMore","Medium Metro"
"46","1091",127.414285714286,5.813695,"Alabama","Marengo County, AL","Southeast",18733,"moreLess","Noncore"
"47","1093",232.1,7.477595,"Alabama","Marion County, AL","Southeast",29703,"moreLess","Noncore"
"48","1095",209.628571428571,17.2897675,"Alabama","Marshall County, AL","Southeast",96990,"moreMore","Micropolitan"
"49","1097",146.442857142857,15.58361,"Alabama","Mobile County, AL","Southeast",412716,"moreMore","Medium Metro"
"50","1099",126.185714285714,10.74823,"Alabama","Monroe County, AL","Southeast",20459,"moreLess","Noncore"
"51","1101",106.071428571429,7.46925,"Alabama","Montgomery County, AL","Southeast",224639,"moreLess","Medium Metro"
"52","1103",157.485714285714,17.15450625,"Alabama","Morgan County, AL","Southeast",119883,"moreMore","Small Metro"
"53","1105",NA,6.688675,"Alabama","Perry County, AL","Southeast",8687,NA,"Noncore"
"54","1107",115.228571428571,13.988715,"Alabama","Pickens County, AL","Southeast",19793,"moreLess","Noncore"
"55","1109",111.628571428571,7.38321625,"Alabama","Pike County, AL","Southeast",32966,"moreLess","Micropolitan"
"56","1111",81.4285714285714,12.50749875,"Alabama","Randolph County, AL","Southeast",22920,"lessLess","Noncore"
"57","1113",152.457142857143,14.72362,"Alabama","Russell County, AL","Southeast",58237,"moreLess","Medium Metro"
"58","1115",97.2,27.4624525,"Alabama","St. Clair County, AL","Southeast",90739,"moreMore","Medium Metro"
"59","1117",120.428571428571,18.03582625,"Alabama","Shelby County, AL","Southeast",221428,"moreMore","Medium Metro"
"60","1119",46.4142857142857,4.8791375,"Alabama","Sumter County, AL","Southeast",12225,"lessLess","Noncore"
"61","1121",138.842857142857,12.29864,"Alabama","Talladega County, AL","Southeast",79985,"moreLess","Micropolitan"
"62","1123",93.8571428571429,11.5692875,"Alabama","Tallapoosa County, AL","Southeast",40133,"moreLess","Micropolitan"
"63","1125",114.771428571429,15.45300375,"Alabama","Tuscaloosa County, AL","Southeast",210758,"moreMore","Small Metro"
"64","1127",323.742857142857,30.04828125,"Alabama","Walker County, AL","Southeast",63143,"moreMore","Micropolitan"
"65","1129",38.2428571428571,8.6944775,"Alabama","Washington County, AL","Southeast",15976,"lessLess","Noncore"
"66","1131",49.4571428571429,6.09950875,"Alabama","Wilcox County, AL","Southeast",10206,"lessLess","Noncore"
"67","1133",149.142857142857,12.85005625,"Alabama","Winston County, AL","Southeast",23508,"moreLess","Noncore"
"68","2013",NA,14.5478625,"Alaska","Aleutians East Borough, AK","West",3401,NA,"Noncore"
"69","2016",NA,11.792965,"Alaska","Aleutians West Census Area, AK","West",5680,NA,"Noncore"
"70","2020",74.7142857142857,20.84045875,"Alaska","Anchorage Borough, AK","West",287095,"lessMore","Small Metro"
"71","2050",NA,11.6497075,"Alaska","Bethel Census Area, AK","West",18437,NA,"Noncore"
"72","2060",NA,18.28947125,"Alaska","Bristol Bay Borough, AK","West",788,NA,"Noncore"
"73","2068",NA,14.07341875,"Alaska","Denali Borough, AK","West",2081,NA,"Noncore"
"74","2070",NA,16.90191375,"Alaska","Dillingham Census Area, AK","West",4833,NA,"Noncore"
"75","2090",57.1571428571429,14.83642,"Alaska","Fairbanks North Star Borough, AK","West",95651,"lessMore","Micropolitan"
"76","2100",NA,11.65689875,"Alaska","Haines Borough, AK","West",2614,NA,"Noncore"
"77","2110",94.8,20.09334375,"Alaska","Juneau Borough, AK","West",31849,"moreMore","Micropolitan"
"78","2122",98.8428571428571,22.3616275,"Alaska","Kenai Peninsula Borough, AK","West",59414,"moreMore","Noncore"
"79","2130",134.357142857143,16.82165,"Alaska","Ketchikan Gateway Borough, AK","West",13747,"moreMore","Noncore"
"80","2150",67.9142857142857,15.055355,"Alaska","Kodiak Island Borough, AK","West",12992,"lessMore","Noncore"
"81","2164",NA,16.15144875,"Alaska","Lake and Peninsula Borough, AK","West",1493,NA,"Noncore"
"82","2170",91.2571428571429,19.2196975,"Alaska","Matanuska-Susitna Borough, AK","West",110213,"moreMore","Noncore"
"83","2180",NA,11.21335125,"Alaska","Nome Census Area, AK","West",9909,NA,"Noncore"
"84","2185",NA,11.92342625,"Alaska","North Slope Borough, AK","West",9294,NA,"Noncore"
"85","2188",NA,6.9543325,"Alaska","Northwest Arctic Borough, AK","West",7644,NA,"Noncore"
"86","2201",NA,15.077105,"Alaska","Prince of Wales-Outer Ketchikan Census Area, AK","West",6147,NA,"Noncore"
"87","2220",NA,15.368015,"Alaska","Sitka Borough, AK","West",8405,NA,"Noncore"
"88","2232",NA,11.192915,"Alaska","Skagway-Hoonah-Angoon Census Area, AK","West",3320,NA,"Noncore"
"89","2240",NA,12.20151875,"Alaska","Southeast Fairbanks Census Area, AK","West",6957,NA,"Noncore"
"90","2261",57.8142857142857,20.7156975,"Alaska","Valdez-Cordova Census Area, AK","West",6427,"lessMore","Noncore"
"91","2270",NA,11.0793375,"Alaska","Wade Hampton Census Area, AK","West",8328,NA,"Noncore"
"92","2280",NA,18.86131375,"Alaska","Wrangell-Petersburg Census Area, AK","West",5806,NA,"Noncore"
"93","2282",NA,13.90619375,"Alaska","Yakutat Borough, AK","West",637,NA,"Noncore"
"94","2290",NA,14.62076375,"Alaska","Yukon-Koyukuk Census Area, AK","West",5077,NA,"Noncore"
"95","4001",15.6428571428571,13.16616625,"Arizona","Apache County, AZ","West",71875,"lessLess","Noncore"
"96","4003",81.4571428571429,21.53243875,"Arizona","Cochise County, AZ","West",127450,"lessMore","Micropolitan"
"97","4005",57.2714285714286,18.9656075,"Arizona","Coconino County, AZ","West",142481,"lessMore","Micropolitan"
"98","4007",129.214285714286,31.057775,"Arizona","Gila County, AZ","West",54303,"moreMore","Noncore"
"99","4009",121.285714285714,21.99629875,"Arizona","Graham County, AZ","West",39211,"moreMore","Noncore"
"100","4011",NA,19.449615,"Arizona","Greenlee County, AZ","West",9341,NA,"Noncore"
"101","4012",82.7857142857143,26.60309125,"Arizona","La Paz County, AZ","West",21480,"moreMore","Noncore"
"102","4013",80.7285714285714,22.45960625,"Arizona","Maricopa County, AZ","West",4579081,"lessMore","Large Central Metro"
"103","4015",135.8,26.51052375,"Arizona","Mohave County, AZ","West",217206,"moreMore","Medium Metro"
"104","4017",76.5,22.61300125,"Arizona","Navajo County, AZ","West",112112,"lessMore","Noncore"
"105","4019",92.4428571428571,26.0251275,"Arizona","Pima County, AZ","West",1061175,"moreMore","Medium Metro"
"106","4021",67.0285714285714,15.6062725,"Arizona","Pinal County, AZ","West",480828,"lessMore","Large Fringe Metro"
"107","4023",33.3285714285714,14.11531375,"Arizona","Santa Cruz County, AZ","West",46808,"lessLess","Micropolitan"
"108","4025",105.557142857143,29.74202125,"Arizona","Yavapai County, AZ","West",240226,"moreMore","Micropolitan"
"109","4027",65.8428571428571,17.04812,"Arizona","Yuma County, AZ","West",217824,"lessMore","Small Metro"
"110","5001",72.5571428571428,12.578245,"Arkansas","Arkansas County, AR","Southwest",17383,"lessLess","Micropolitan"
"111","5003",76.4,13.56427,"Arkansas","Ashley County, AR","Southwest",19339,"lessLess","Noncore"
"112","5005",159.657142857143,20.85908375,"Arkansas","Baxter County, AR","Southwest",42242,"moreMore","Noncore"
"113","5007",92.2142857142857,13.48007,"Arkansas","Benton County, AR","Southwest",288774,"moreLess","Small Metro"
"114","5009",160.014285714286,15.37576125,"Arkansas","Boone County, AR","Southwest",37625,"moreMore","Noncore"
"115","5011",123.271428571429,8.4420075,"Arkansas","Bradley County, AR","Southwest",10639,"moreLess","Noncore"
"116","5013",104.471428571429,12.58997375,"Arkansas","Calhoun County, AR","Southwest",5113,"moreLess","Noncore"
"117","5015",59.9857142857143,20.5984525,"Arkansas","Carroll County, AR","Southwest",28276,"lessMore","Noncore"
"118","5017",54.7666666666667,9.98105875,"Arkansas","Chicot County, AR","Southwest",9924,"lessLess","Noncore"
"119","5019",92.2,7.91581125,"Arkansas","Clark County, AR","Southwest",22103,"moreLess","Micropolitan"
"120","5021",57.1571428571429,17.51941,"Arkansas","Clay County, AR","Southwest",14375,"lessMore","Noncore"
"121","5023",119.757142857143,13.881435,"Arkansas","Cleburne County, AR","Southwest",24935,"moreLess","Noncore"
"122","5025",NA,10.00829,"Arkansas","Cleveland County, AR","Southwest",7957,NA,"Noncore"
"123","5027",115.957142857143,11.46846,"Arkansas","Columbia County, AR","Southwest",23331,"moreLess","Micropolitan"
"124","5029",75.1,15.25804875,"Arkansas","Conway County, AR","Southwest",21037,"lessMore","Noncore"
"125","5031",168.214285714286,12.5667075,"Arkansas","Craighead County, AR","Southwest",112245,"moreLess","Micropolitan"
"126","5033",138.371428571429,20.13484375,"Arkansas","Crawford County, AR","Southwest",63409,"moreMore","Small Metro"
"127","5035",100.742857142857,14.053245,"Arkansas","Crittenden County, AR","Southwest",47616,"moreLess","Large Fringe Metro"
"128","5037",98.8571428571429,14.6611875,"Arkansas","Cross County, AR","Southwest",16142,"moreLess","Noncore"
"129","5039",97.6428571428571,8.5260375,"Arkansas","Dallas County, AR","Southwest",6802,"moreLess","Noncore"
"130","5041",131.657142857143,7.81513875,"Arkansas","Desha County, AR","Southwest",11110,"moreLess","Noncore"
"131","5043",107.571428571429,13.36206375,"Arkansas","Drew County, AR","Southwest",17977,"moreLess","Noncore"
"132","5045",106.657142857143,13.19675375,"Arkansas","Faulkner County, AR","Southwest",126919,"moreLess","Medium Metro"
"133","5047",43.4142857142857,18.38428875,"Arkansas","Franklin County, AR","Southwest",17897,"lessMore","Noncore"
"134","5049",77.1714285714286,18.35022125,"Arkansas","Fulton County, AR","Southwest",12381,"lessMore","Noncore"
"135","5051",198,28.0281925,"Arkansas","Garland County, AR","Southwest",99789,"moreMore","Micropolitan"
"136","5053",29.1857142857143,13.1247525,"Arkansas","Grant County, AR","Southwest",18449,"lessLess","Noncore"
"137","5055",172.485714285714,15.99675375,"Arkansas","Greene County, AR","Southwest",45597,"moreMore","Micropolitan"
"138","5057",126.742857142857,8.9454525,"Arkansas","Hempstead County, AR","Southwest",21253,"moreLess","Noncore"
"139","5059",109.042857142857,14.15030375,"Arkansas","Hot Spring County, AR","Southwest",33787,"moreLess","Noncore"
"140","5061",154.128571428571,8.279495,"Arkansas","Howard County, AR","Southwest",13109,"moreLess","Noncore"
"141","5063",193.9,13.05239,"Arkansas","Independence County, AR","Southwest",37757,"moreLess","Noncore"
"142","5065",117.457142857143,20.27064875,"Arkansas","Izard County, AR","Southwest",13613,"moreMore","Noncore"
"143","5067",161.257142857143,14.008525,"Arkansas","Jackson County, AR","Southwest",16636,"moreLess","Noncore"
"144","5069",83.7,12.00285625,"Arkansas","Jefferson County, AR","Southwest",65377,"moreLess","Small Metro"
"145","5071",40.9142857142857,15.00299125,"Arkansas","Johnson County, AR","Southwest",26513,"lessMore","Noncore"
"146","5073",NA,8.12279625,"Arkansas","Lafayette County, AR","Southwest",6596,NA,"Noncore"
"147","5075",37.1428571428571,15.2208475,"Arkansas","Lawrence County, AR","Southwest",16410,"lessMore","Noncore"
"148","5077",NA,11.6525375,"Arkansas","Lee County, AR","Southwest",8513,NA,"Noncore"
"149","5079",35.1714285714286,14.108015,"Arkansas","Lincoln County, AR","Southwest",12944,"lessLess","Noncore"
"150","5081",75.4857142857143,12.793775,"Arkansas","Little River County, AR","Southwest",12180,"lessLess","Noncore"
"151","5083",47.8857142857143,19.68680875,"Arkansas","Logan County, AR","Southwest",21410,"lessMore","Noncore"
"152","5085",102.3,16.321025,"Arkansas","Lonoke County, AR","Southwest",73921,"moreMore","Medium Metro"
"153","5087",39.2285714285714,10.20442,"Arkansas","Madison County, AR","Southwest",16644,"lessLess","Noncore"
"154","5089",56.1857142857143,16.66095875,"Arkansas","Marion County, AR","Southwest",16790,"lessMore","Noncore"
"155","5091",92.6714285714286,8.19298375,"Arkansas","Miller County, AR","Southwest",43177,"moreLess","Small Metro"
"156","5093",120.285714285714,14.93834375,"Arkansas","Mississippi County, AR","Southwest",40066,"moreMore","Micropolitan"
"157","5095",39.8166666666667,8.40173875,"Arkansas","Monroe County, AR","Southwest",6584,"lessLess","Noncore"
"158","5097",91.9,14.16088125,"Arkansas","Montgomery County, AR","Southwest",9006,"moreLess","Noncore"
"159","5099",15.5,8.79935375,"Arkansas","Nevada County, AR","Southwest",8099,"lessLess","Noncore"
"160","5101",36.5333333333333,18.40442125,"Arkansas","Newton County, AR","Southwest",7602,"lessMore","Noncore"
"161","5103",106.614285714286,11.3837525,"Arkansas","Ouachita County, AR","Southwest",23167,"moreLess","Micropolitan"
"162","5105",81.7142857142857,13.5775475,"Arkansas","Perry County, AR","Southwest",10327,"lessLess","Noncore"
"163","5107",178.442857142857,8.2886725,"Arkansas","Phillips County, AR","Southwest",17299,"moreLess","Noncore"
"164","5109",NA,16.00214625,"Arkansas","Pike County, AR","Southwest",10643,NA,"Noncore"
"165","5111",56.9857142857143,19.2409825,"Arkansas","Poinsett County, AR","Southwest",23283,"lessMore","Noncore"
"166","5113",102.371428571429,16.11237,"Arkansas","Polk County, AR","Southwest",19707,"moreMore","Noncore"
"167","5115",152.985714285714,11.8761875,"Arkansas","Pope County, AR","Southwest",64334,"moreLess","Micropolitan"
"168","5117",114.428571428571,9.4266,"Arkansas","Prairie County, AR","Southwest",7966,"moreLess","Noncore"
"169","5119",115,17.40854125,"Arkansas","Pulaski County, AR","Southwest",392980,"moreMore","Medium Metro"
"170","5121",91.1857142857143,14.909885,"Arkansas","Randolph County, AR","Southwest",18247,"moreMore","Noncore"
"171","5123",87.0142857142857,8.60090125,"Arkansas","St. Francis County, AR","Southwest",24682,"moreLess","Micropolitan"
"172","5125",104.042857142857,18.358245,"Arkansas","Saline County, AR","Southwest",123968,"moreMore","Medium Metro"
"173","5127",159.3,19.378105,"Arkansas","Scott County, AR","Southwest",10164,"moreMore","Noncore"
"174","5129",96.9666666666667,14.95530375,"Arkansas","Searcy County, AR","Southwest",7842,"moreMore","Noncore"
"175","5131",207.614285714286,16.51428125,"Arkansas","Sebastian County, AR","Southwest",127590,"moreMore","Small Metro"
"176","5133",33.9142857142857,11.8286725,"Arkansas","Sevier County, AR","Southwest",16702,"lessLess","Noncore"
"177","5135",122.971428571429,20.8208975,"Arkansas","Sharp County, AR","Southwest",17424,"moreMore","Noncore"
"178","5137",84.4857142857143,13.1023975,"Arkansas","Stone County, AR","Southwest",12674,"moreLess","Noncore"
"179","5139",128.228571428571,13.86374125,"Arkansas","Union County, AR","Southwest",38219,"moreLess","Micropolitan"
"180","5141",72.7428571428571,12.95299875,"Arkansas","Van Buren County, AR","Southwest",16541,"lessLess","Noncore"
"181","5143",109.942857142857,8.25318625,"Arkansas","Washington County, AR","Southwest",243216,"moreLess","Small Metro"
"182","5145",126.228571428571,14.6611425,"Arkansas","White County, AR","Southwest",78729,"moreLess","Micropolitan"
"183","5147",23.7666666666667,13.6918975,"Arkansas","Woodruff County, AR","Southwest",6264,"lessLess","Noncore"
"184","5149",30.1714285714286,14.04244625,"Arkansas","Yell County, AR","Southwest",21181,"lessLess","Noncore"
"185","6001",42.5714285714286,12.25841625,"California","Alameda County, CA","West",1662323,"lessLess","Large Central Metro"
"186","6003",NA,21.62988125,"California","Alpine County, CA","West",1119,NA,"Noncore"
"187","6005",127.528571428571,25.8756275,"California","Amador County, CA","West",40083,"moreMore","Noncore"
"188","6007",161.685714285714,29.257665,"California","Butte County, CA","West",212744,"moreMore","Small Metro"
"189","6009",96.4428571428572,22.09366,"California","Calaveras County, CA","West",46308,"moreMore","Noncore"
"190","6011",42.3285714285714,13.689695,"California","Colusa County, CA","West",21558,"lessLess","Noncore"
"191","6013",57.2142857142857,13.042695,"California","Contra Costa County, CA","West",1152333,"lessLess","Large Fringe Metro"
"192","6015",142.542857142857,21.01432375,"California","Del Norte County, CA","West",27968,"moreMore","Noncore"
"193","6017",82,21.05206125,"California","El Dorado County, CA","West",192925,"lessMore","Large Fringe Metro"
"194","6019",67.7857142857143,13.43740875,"California","Fresno County, CA","West",1000918,"lessLess","Medium Metro"
"195","6021",85.9285714285714,22.06559875,"California","Glenn County, CA","West",28283,"moreMore","Noncore"
"196","6023",137.885714285714,33.098015,"California","Humboldt County, CA","West",134977,"moreMore","Micropolitan"
"197","6025",53.0428571428571,19.2783275,"California","Imperial County, CA","West",180267,"lessMore","Micropolitan"
"198","6027",70.1714285714286,24.02975125,"California","Inyo County, CA","West",18046,"lessMore","Noncore"
"199","6029",65.2571428571429,26.58433625,"California","Kern County, CA","West",901362,"lessMore","Medium Metro"
"200","6031",75.7857142857143,12.696985,"California","Kings County, CA","West",152692,"lessLess","Micropolitan"
"201","6033",163.257142857143,53.47732375,"California","Lake County, CA","West",64479,"moreMore","Micropolitan"
"202","6035",106.428571428571,33.27843125,"California","Lassen County, CA","West",30016,"moreMore","Noncore"
"203","6037",40.8142857142857,10.3626775,"California","Los Angeles County, CA","West",9943046,"lessLess","Large Central Metro"
"204","6039",57.1714285714286,14.22973,"California","Madera County, CA","West",157761,"lessLess","Medium Metro"
"205","6041",55.2714285714286,14.66342625,"California","Marin County, CA","West",257332,"lessLess","Large Fringe Metro"
"206","6043",54.8285714285714,25.18545875,"California","Mariposa County, CA","West",17160,"lessMore","Noncore"
"207","6045",129,32.2348425,"California","Mendocino County, CA","West",86061,"moreMore","Micropolitan"
"208","6047",68.1,14.48873125,"California","Merced County, CA","West",279252,"lessLess","Small Metro"
"209","6049",136.342857142857,27.25168,"California","Modoc County, CA","West",8763,"moreMore","Noncore"
"210","6051",55.8571428571429,11.9789075,"California","Mono County, CA","West",14534,"lessLess","Noncore"
"211","6053",67.5428571428571,13.56437625,"California","Monterey County, CA","West",430906,"lessLess","Medium Metro"
"212","6055",43,12.40265125,"California","Napa County, CA","West",135965,"lessLess","Large Fringe Metro"
"213","6057",109.2,21.712855,"California","Nevada County, CA","West",99606,"moreMore","Noncore"
"214","6059",51.2142857142857,13.40973375,"California","Orange County, CA","West",3166857,"lessLess","Large Central Metro"
"215","6061",74.8571428571429,13.3490275,"California","Placer County, CA","West",402950,"lessLess","Large Fringe Metro"
"216","6063",115.614285714286,31.90643125,"California","Plumas County, CA","West",18967,"moreMore","Noncore"
"217","6065",55.8142857142857,17.35118875,"California","Riverside County, CA","West",2489188,"lessMore","Large Central Metro"
"218","6067",62.5142857142857,17.30839625,"California","Sacramento County, CA","West",1559146,"lessMore","Large Central Metro"
"219","6069",49.1428571428571,12.218715,"California","San Benito County, CA","West",64055,"lessLess","Micropolitan"
"220","6071",53.3,9.81972,"California","San Bernardino County, CA","West",2189183,"lessLess","Large Central Metro"
"221","6073",46.8571428571429,14.86100875,"California","San Diego County, CA","West",3332427,"lessMore","Large Central Metro"
"222","6075",44.2857142857143,29.546365,"California","San Francisco County, CA","West",866606,"lessMore","Large Central Metro"
"223","6077",65.8714285714286,17.3032625,"California","San Joaquin County, CA","West",767967,"lessMore","Medium Metro"
"224","6079",83.1714285714286,17.66728375,"California","San Luis Obispo County, CA","West",282249,"moreMore","Small Metro"
"225","6081",40.4285714285714,10.298125,"California","San Mateo County, CA","West",758308,"lessLess","Large Fringe Metro"
"226","6083",68.7285714285714,15.8285375,"California","Santa Barbara County, CA","West",444766,"lessMore","Medium Metro"
"227","6085",31.7857142857143,9.41316125,"California","Santa Clara County, CA","West",1907105,"lessLess","Large Central Metro"
"228","6087",82.9857142857143,18.68871875,"California","Santa Cruz County, CA","West",269925,"moreMore","Large Fringe Metro"
"229","6089",170.428571428571,24.109465,"California","Shasta County, CA","West",179027,"moreMore","Small Metro"
"230","6091",18.3,29.6916575,"California","Sierra County, CA","West",2920,"lessMore","Noncore"
"231","6093",121.242857142857,22.36898875,"California","Siskiyou County, CA","West",43245,"moreMore","Noncore"
"232","6095",54.6857142857143,15.03043875,"California","Solano County, CA","West",446935,"lessMore","Large Fringe Metro"
"233","6097",70.9142857142857,16.6861875,"California","Sonoma County, CA","West",489819,"lessMore","Medium Metro"
"234","6099",105.585714285714,16.26366625,"California","Stanislaus County, CA","West",550081,"moreMore","Medium Metro"
"235","6101",141.385714285714,13.57076,"California","Sutter County, CA","West",96385,"moreLess","Small Metro"
"236","6103",123.557142857143,13.6376875,"California","Tehama County, CA","West",64494,"moreLess","Micropolitan"
"237","6105",126.257142857143,25.7986975,"California","Trinity County, CA","West",12216,"moreMore","Noncore"
"238","6107",83.7428571428571,10.18560875,"California","Tulare County, CA","West",468680,"moreLess","Medium Metro"
"239","6109",163.171428571429,28.31805875,"California","Tuolumne County, CA","West",54515,"moreMore","Noncore"
"240","6111",63.0714285714286,16.1436675,"California","Ventura County, CA","West",841387,"lessMore","Large Fringe Metro"
"241","6113",62.1,12.65290375,"California","Yolo County, CA","West",219728,"lessLess","Large Fringe Metro"
"242","6115",94.1714285714286,14.7364025,"California","Yuba County, CA","West",80160,"moreLess","Small Metro"
"243","8003",205.885714285714,25.79123375,"Colorado","Alamosa County, CO","Southwest",16180,"moreMore","Noncore"
"244","8005",62.3857142857143,16.8361975,"Colorado","Arapahoe County, CO","Southwest",657452,"lessMore","Large Fringe Metro"
"245","8007",60.6714285714286,15.60013875,"Colorado","Archuleta County, CO","Southwest",14196,"lessMore","Noncore"
"246","8009",87.6142857142857,16.17280625,"Colorado","Baca County, CO","Southwest",3555,"moreMore","Noncore"
"247","8011",43.7428571428571,20.6609225,"Colorado","Bent County, CO","Southwest",5356,"lessMore","Noncore"
"248","8013",61.5,16.6483525,"Colorado","Boulder County, CO","Southwest",1836556,"lessMore","Large Fringe Metro"
"249","8015",97.2,18.67104125,"Colorado","Chaffee County, CO","Southwest",20661,"moreMore","Noncore"
"250","8017",63.3714285714286,9.332635,"Colorado","Cheyenne County, CO","Southwest",1795,"lessLess","Noncore"
"251","8019",48.9714285714286,15.63888375,"Colorado","Clear Creek County, CO","Southwest",9586,"lessMore","Noncore"
"252","8021",5.35,29.66643,"Colorado","Conejos County, CO","Southwest",8143,"lessMore","Noncore"
"253","8023",NA,29.81485625,"Colorado","Costilla County, CO","Southwest",3921,NA,"Noncore"
"254","8025",35.3,16.66779,"Colorado","Crowley County, CO","Southwest",5696,"lessMore","Noncore"
"255","8027",NA,21.722725,"Colorado","Custer County, CO","Southwest",5183,NA,"Noncore"
"256","8029",91.6285714285714,17.14440375,"Colorado","Delta County, CO","Southwest",31067,"moreMore","Noncore"
"257","8031",47.8285714285714,23.33295375,"Colorado","Denver County, CO","Southwest",735538,"lessMore","Large Central Metro"
"258","8033",NA,19.92177125,"Colorado","Dolores County, CO","Southwest",2096,NA,"Noncore"
"259","8035",59.1285714285714,9.59639625,"Colorado","Douglas County, CO","Southwest",360750,"lessLess","Large Fringe Metro"
"260","8037",56.1142857142857,10.296,"Colorado","Eagle County, CO","Southwest",54929,"lessLess","Noncore"
"261","8039",28.1285714285714,12.89894875,"Colorado","Elbert County, CO","Southwest",27313,"lessLess","Noncore"
